"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDUFV2",-12.9137536891496,178.952163136352,-1.12425459703874,0.280033638687393,0.666365760631633,-4.58417079254675
"SRP14",-8.35058644299276,102.403810075905,-1.11714917573058,0.282956223704912,0.670583245609608,-4.58503790940097
"MAP4",6.44736709724314,124.26823253247,1.10807081942181,0.28672364958013,0.676760678968486,-4.58614028756847
"ACTN2",26.5819572857144,954.979101928571,1.09704011404974,0.291351769279456,0.684462883790821,-4.58747134518029
"FXR1",11.2404062728526,132.665117183714,1.09471376299988,0.292334919492134,0.684462883790821,-4.58775087758652
"RPL6",-25.575293461222,253.958400091589,-1.08702564162981,0.295601639561022,0.688593410973118,-4.58867171975617
"RPL37A",-120.747480958508,339.761390512037,-1.08444199745419,0.296705519180612,0.688593410973118,-4.5889801516557
"TRIM54",-8.34367592857141,159.267829392857,-1.08225473370395,0.297642434931777,0.688593410973118,-4.58924086020066
"RPS6",-28.7451490370342,321.353645204752,-1.07652065926881,0.300109053108053,0.688751919590634,-4.58992256241736
"RPS7",-23.050167001184,168.976197546969,-1.07400444192648,0.301196219425638,0.688751919590634,-4.59022089662575
"LDHA",-22.4675159572661,274.508793079439,-1.07306790363519,0.301601607147148,0.688751919590634,-4.59033181044317
"NDUFV1",-9.91492654591654,140.390340093473,-1.06986480955299,0.302991141251528,0.688751919590634,-4.59071063188716
"EIF3K",-18.5566399795699,207.919663507071,-1.06842355370392,0.3036179130957,0.688751919590634,-4.59088082262675
"NDUFC1",5.03660003653773,83.9521194467326,1.05997163944753,0.307312741149484,0.689264067880913,-4.59187557078126
"CASQ1",-45.4272393062957,814.724475265737,-1.05928639512458,0.307613745811505,0.689264067880913,-4.59195597294375
"CALM3",-7.26942553159941,83.4558958282375,-1.05795446441722,0.308199438172036,0.689264067880913,-4.59211214648993
"RN7SL2",-204.561059377524,68.1821382895075,-1.05710644877094,0.308572764523016,0.689264067880913,-4.59221150585774
"SAT1",-48.2579440388506,91.529388903208,-1.04196794779158,0.315293224602182,0.699820860511604,-4.59397556954149
"TCEA3",-10.3351572553934,162.651241952356,-1.04106006933768,0.315699633472645,0.699820860511604,-4.59408077799639
"NDRG2",-7.6359319019119,312.774047488347,-1.03644799366204,0.317770117476137,0.701742342759803,-4.59461421400985
"FIS1",-10.7065729515695,113.142717377461,-1.03050861285605,0.320451007094044,0.704992215606897,-4.59529862477915
"MDH1",-16.9837719407652,202.077563783282,-1.0242074204318,0.323313128241755,0.708614863777982,-4.59602158270385
"CORO6",8.93541243964958,103.854492421364,1.01764344938423,0.326314249969283,0.71112328520164,-4.59677122641077
"SYNM",8.05261982429544,128.961306555214,1.01637360383537,0.326897153403156,0.71112328520164,-4.59691584037168
"RPS19",-17.9840381063822,101.185254291075,-1.01062581686989,0.329544985081194,0.714218313391584,-4.59756874772903
"ATP2A1",100.442059699286,1412.77019795195,1.00378385238637,0.332716953212568,0.718422161936768,-4.59834236769204
"RP11-543P15.1",-75.7161400669157,84.1682935213875,-0.996505585610244,0.336115176253439,0.723081726035996,-4.59916102574581
"PRDX6",6.88634286651817,124.580778616504,0.993187375806359,0.337672660468164,0.72376162151816,-4.59953278038162
"CKM",-729.670922500258,12237.3604247244,-0.985162226296712,0.34146074073328,0.72658021682453,-4.60042803061439
"MAF1",-5.87745246181707,93.8764703887616,-0.985121082835505,0.341480239125079,0.72658021682453,-4.60043260633259
"IDH2",-11.1921229832109,230.214412576009,-0.981569072371225,0.343166566147692,0.727513120233108,-4.60082709597578
"TUBA4A",8.53537717637446,88.418904981714,0.978523182340853,0.344617313254894,0.727941643578271,-4.60116451917486
"MT-TH",-31.5314405454989,111.22446565496,-0.975265230201121,0.346173871736406,0.728589773365793,-4.60152455704535
"TNNI1",79.0045887142857,717.631006571429,0.971030906088383,0.348204341045779,0.730227089315429,-4.60199113457777
"RPL36AL",8.58993910500709,81.0505343562599,0.967567639434456,0.349871311469822,0.731093098877799,-4.60237160359872
"RPS8",-49.5086043822562,418.964642646771,-0.963312045522396,0.351927347071124,0.732763011937375,-4.60283769931284
"RN7SL4P",-6.92257698268096,-38.1198712762976,-0.958730644600621,0.354150278974718,0.733345495780747,-4.6033377264135
"RBM38",13.8483386234604,81.3370925237633,0.952387962619334,0.357244038724181,0.733345495780747,-4.60402697208575
"MYBPC1",123.911268495002,2525.15619485403,0.951237214515745,0.357807358794948,0.733345495780747,-4.60415164520946
"RN7SL431P",11.3619118610336,84.1909143354643,0.95009942088104,0.35836494783379,0.733345495780747,-4.60427480095501
"RRAD",27.7079146365927,67.476335047274,0.949483599082077,0.358666991692009,0.733345495780747,-4.6043414107599
"AGL",-7.66753645577919,85.3837006926813,-0.947269545025578,0.359754394156593,0.733345495780747,-4.60458061735978
"DUSP26",6.09288464285714,111.591991892857,0.939938477286866,0.363371357283907,0.738137635179504,-4.60536959165303
"SCN1B",4.9151614192952,93.3765371271835,0.931679375378679,0.367476385830141,0.742711759228642,-4.60625275551876
"COX4I1",-32.6728529563434,373.008522412308,-0.92646573235597,0.370084200825297,0.742711759228642,-4.60680714211406
"CHCHD10",-36.5748880195262,254.313259361544,-0.922762945045714,0.371944042617253,0.742711759228642,-4.60719940042893
"NDUFS3",-8.67491167915857,109.151794646897,-0.922392906795572,0.372130259419066,0.742711759228642,-4.60723853336575
"EEF1A2",44.3570181438666,788.989327966895,0.922285004991475,0.372184571652057,0.742711759228642,-4.60724994207782
"RBM24",9.50972628571431,185.5323705,0.920137201447744,0.373266801807877,0.742711759228642,-4.60747681728061
"EEF1B2",-14.555163477949,217.856234858316,-0.91683956668653,0.374932616592785,0.743488828141475,-4.6078243446277
"XIRP2",36.2874280867421,277.894938560267,0.907994460573345,0.379425939415675,0.749848551455385,-4.60875166331534
"COX6A2",82.4792416428572,565.758683321429,0.904382602054058,0.381271311996758,0.750949915182804,-4.60912829391427
"RPL15",-14.4009006527923,134.255892568778,-0.901296327363448,0.382852996424705,0.751526252241088,-4.60944917947744
"UBB",-174.772780834324,769.983952633681,-0.89038409098736,0.38848118080259,0.75753447263966,-4.61057677220049
"PSMB6",-4.78264076586337,77.9020587843185,-0.888113356379939,0.389659360783857,0.75753447263966,-4.61081004158313
"RPS14",23.8962774762203,205.827277465472,0.88504711932573,0.39125411912393,0.75753447263966,-4.61112427854712
"ARPC2",-6.84127218291545,113.959318389084,-0.880554488083546,0.393598691340314,0.75753447263966,-4.61158312943177
"RPS11",-108.376747756065,937.810737554104,-0.88041404305658,0.393672137610937,0.75753447263966,-4.61159744357198
"RYR1",8.34948341804765,170.079420073121,0.880341599052021,0.39371002608888,0.75753447263966,-4.6116048263422
"MYH7",201.864170714285,2842.64950992857,0.873758827649972,0.397163077833265,0.758651251123168,-4.61227364505112
"HINT1",12.8613179356376,97.5734349271637,0.872279022351909,0.397942110272026,0.758651251123168,-4.61242344087318
"MT-TG",-47.0007260599478,160.225014899939,-0.871800373688939,0.398194310195008,0.758651251123168,-4.61247184924559
"TNNI2",-240.493023535224,2966.68818506494,-0.866581275101082,0.400951194686087,0.761415460918529,-4.61299829796834
"RPL11",-51.7731442366178,323.230304960446,-0.8622834860851,0.403230959445947,0.7632586018084,-4.61342990137392
"DCAF6",-5.96308190529727,155.154568332678,-0.859591100283976,0.404663525655874,0.763491376884708,-4.61369939993525
"PEBP1",5.46817046355528,136.291293398034,0.855840392932481,0.406664835968251,0.764792256030614,-4.61407369599607
"ATP2A2",58.7948273974733,658.767362201762,0.837094493399949,0.416765438993337,0.779738586268682,-4.6159244514027
"AC016739.2",7.77428196845727,82.8206738666269,0.835762981896095,0.417489090037488,0.779738586268682,-4.61605463673922
"RPL10",-42.1367393125417,483.857589161163,-0.833676584290037,0.418624661238589,0.779738586268682,-4.61625828788705
"GAMT",-24.5848120569092,280.385842921318,-0.830340092206241,0.4204448203024,0.780634809669743,-4.61658309195541
"NDUFA4",-10.0568380370652,165.748078547589,-0.827078538948576,0.422229083206851,0.781458906379664,-4.61689956683941
"RPS10",-32.0441406545171,246.151028998438,-0.816851863566664,0.427855590827246,0.785303297573043,-4.61788522693402
"RP11-466H18.1",-13.6300210808778,86.9266181951478,-0.816837945541931,0.427863281172868,0.785303297573043,-4.61788656147354
"PGAM2",-72.804285325823,746.298239394025,-0.814409548280329,0.429206450639679,0.785303297573043,-4.61811912216193
"CMYA5",-22.6812646153196,351.004656559493,-0.811332124888675,0.430912511155628,0.785303297573043,-4.61841301474596
"GUK1",41.6556140143106,106.272089206052,0.811100202550308,0.431041261103557,0.785303297573043,-4.61843512587548
"ACSL1",5.53658715232559,95.8117624162085,0.804411998633213,0.434764827729217,0.788339621363781,-4.619070511569
"RPL29",-35.1406051212935,400.864457413937,-0.803252820296127,0.435412278008812,0.788339621363781,-4.61918019004972
"C14orf2",-12.0236777828503,125.82926201039,-0.792658644321668,0.441358176519265,0.796213374923081,-4.62017647263052
"RN7SL1",-41.1330333293236,-317.468643021677,-0.788573529040248,0.443664666230642,0.796213374923081,-4.62055768552778
"COX6B1",-16.6101344737093,275.692313868465,-0.788231318630717,0.443858227873073,0.796213374923081,-4.62058954487783
"B2M",-57.9138320932846,772.559659344798,-0.784998024309668,0.445689693469113,0.79704629230826,-4.62088998805784
"PDE4DIP",-24.1661734445535,409.764722546329,-0.781522430579697,0.447663735548669,0.798128311391051,-4.62121178982665
"GYPC",44.6711012206379,240.539675940448,0.778267769449497,0.449517293614142,0.798989579808064,-4.62151204701116
"C1orf43",3.29053485752608,120.312150997493,0.774879879266928,0.451451856828789,0.799989156629739,-4.62182347420266
"MYF6",15.6354752142857,125.541899607143,0.770310760744078,0.454069204518927,0.802188927983437,-4.62224166871544
"RPL18AP3",-12.0301809438395,96.1937709322288,-0.766135968401174,0.456468964941706,0.80308113173115,-4.62262194428175
"HLA-B",-83.4120354221246,468.128896115239,-0.762234384692962,0.458718828400939,0.80308113173115,-4.62297575159063
"PRDX1",5.93473346206835,99.0910278295337,0.760278141742823,0.459849499850596,0.80308113173115,-4.62315257295536
"HBA2",2.35295128571428,1.17647564285714,0.759872420273629,0.460084216120418,0.80308113173115,-4.62318919712105
"TNNC1",-345.624506636473,3848.22820385122,-0.751465337486957,0.464964591791394,0.807208676749123,-4.6239443562027
"RPS27",-100.740802956863,728.10860279924,-0.751030241500776,0.465218036685601,0.807208676749123,-4.62398324364557
"LDB3",-20.847656142857,821.139099214286,-0.743354408692458,0.469703252864823,0.809634536996146,-4.62466612256488
"ATP1B1",8.4105439671937,97.1582705239657,0.742316981449656,0.47031148462449,0.809634536996146,-4.62475795712816
"UQCR11",11.6771388229574,123.905377330266,0.740895535441132,0.471145646772569,0.809634536996146,-4.62488360736684
"NDUFB4",-8.30826137930012,165.886159422015,-0.739150259827962,0.472171085040634,0.809634536996146,-4.62503760080122
"BTF3",9.42824752722106,164.03338814073,0.731536625411793,0.476660438828562,0.81182271350486,-4.62570574080099
"PACSIN3",3.90274450000001,82.4347088928571,0.731471536552257,0.476698929998239,0.81182271350486,-4.62571142710492
"RPS13",-21.9184785638666,343.715063122439,-0.729907042018187,0.477624683931676,0.81182271350486,-4.62584797382161
"ATP5B",-16.1589144969461,634.138595006064,-0.724447510275159,0.480863787163298,0.813287217888322,-4.62632250139198
"HBA1",2.67802564285714,1.33901282142857,0.719708459343548,0.483686187702473,0.813287217888322,-4.62673191518123
"ATP5G3",-19.7054102736118,129.612672575882,-0.718150452915503,0.484616256071126,0.813287217888322,-4.62686600673472
"SLC25A4",10.1058750334465,254.040400921712,0.714872473134581,0.486576594247134,0.813287217888322,-4.62714730893024
"ATP5O",-25.0725363027119,260.797846111708,-0.71469609235892,0.486682210588503,0.813287217888322,-4.62716241359489
"TALDO1",11.5669940065553,93.0338577662541,0.714405364536501,0.486856327689578,0.813287217888322,-4.62718730351757
"COX8A",19.8775361895872,342.955514181944,0.702726871460458,0.493881446193876,0.815606513651324,-4.62817985991565
"LMOD3",5.70809500000001,123.475904785714,0.702627233566474,0.493941641183458,0.815606513651324,-4.62818826698407
"RPS12",-61.056713286117,524.737481507076,-0.70238372307768,0.494088773366601,0.815606513651324,-4.62820880911183
"TTN",-47.4137664533067,456.864374213713,-0.702103948777061,0.494257848780083,0.815606513651324,-4.62823240274272
"PRDX3",-2.7786671978866,101.451925656071,-0.700480483631872,0.495239632645915,0.815606513651324,-4.62836914956888
"HNRNPK",-3.63118736291903,86.4046897445248,-0.697413242707232,0.49709769062306,0.81606773390411,-4.6286267548738
"NDUFA3",-7.43000275883567,100.264854671056,-0.69540044472858,0.498319233739045,0.81606773390411,-4.62879526597712
"RPL28",-33.0879322840892,157.277939099046,-0.687921767310406,0.502873466378801,0.821219134170424,-4.62941765113557
"MGST3",11.0107232834118,134.218239528876,0.68325127744926,0.505729981798158,0.823577037397559,-4.62980334665033
"GHITM",2.53564828361487,104.701215498563,0.679474396647434,0.508046885069062,0.825045498594049,-4.6301135610659
"EIF5A",5.26708368757986,91.1253831380808,0.669328888852851,0.514301124468941,0.826280675125018,-4.630939373876
"RPL3L",7.59651183673234,182.280042935223,0.664956506523879,0.517010165713231,0.826280675125018,-4.63129189479771
"TNNT3",-208.266063952193,3526.1193931435,-0.663853192532305,0.517695053254633,0.826280675125018,-4.63138052649396
"IFITM1",-46.0805536183251,177.559924191343,-0.663251416498607,0.518068828475012,0.826280675125018,-4.63142881370009
"FKBP8",-62.182395597477,211.114670648187,-0.663179176792657,0.518113708438308,0.826280675125018,-4.63143460769568
"NDUFB7",11.5682212895685,177.404143059803,0.662347532503139,0.518630540402114,0.826280675125018,-4.6315012696571
"HDLBP",-3.3684420740337,86.8643999711576,-0.662189925507041,0.518728519889806,0.826280675125018,-4.63151389459647
"MYL6B",16.3609558587309,196.086005963908,0.651713891129632,0.525264924868466,0.834412673564893,-4.6323470972679
"RPL7",-14.0801842612576,221.864637885482,-0.648894515130501,0.527032015488041,0.834944741928065,-4.63256932053368
"MYH1",-127.426910928572,932.546213607143,-0.645073508483928,0.529432267614806,0.836474287315533,-4.63286912518514
"ARF1",3.50420743188633,81.1630196419435,0.638630725026192,0.53349340352735,0.83823896811169,-4.63337106867928
"MYL3",-103.832140214286,1212.74455703571,-0.63698670545404,0.534532489526582,0.83823896811169,-4.63349843112599
"MYLPF",-169.866168009885,3300.68695469467,-0.636464786212658,0.534862600578986,0.83823896811169,-4.6335388030075
"RPL21",-11.8838838363339,102.592998292732,-0.634097407074376,0.536361388687767,0.838334288485169,-4.63372155516064
"GYS1",3.43221280717226,90.6308686906525,0.628684722623157,0.539796967190779,0.841448213562097,-4.63413710457381
"RPL23A",19.3232133295924,180.431312866301,0.624820669691421,0.542257059466841,0.843028975117782,-4.63443180883463
"RPS23",-60.9248245141162,254.100627664326,-0.61823933566863,0.546461404918545,0.845952640333979,-4.63493000185351
"GBAS",4.79250274648681,158.501394831655,0.616745292289652,0.547418337866001,0.845952640333979,-4.63504243767421
"ADCK3",7.18400059537994,277.971241996933,0.615072683079719,0.548490734213112,0.845952640333979,-4.63516802138318
"CNBP",8.16201333008132,310.28236519618,0.61129892959461,0.550914512418006,0.84602451030577,-4.63545023654819
"FXYD1",-18.1092958308756,245.939313710336,-0.609262420256746,0.552224935891978,0.84602451030577,-4.63560188412183
"RP5-857K21.11",-135.004697547515,1455.43848260504,-0.608228616190775,0.552890803475983,0.84602451030577,-4.63567869119735
"YWHAE",-2.97160179673219,150.109386371867,-0.600037621600266,0.558182006499077,0.851885104159586,-4.63628308183183
"FAU",-16.2668689627058,188.701432153953,-0.595900210323054,0.560865054675094,0.853744978787415,-4.6365855525218
"RN7SK",31.2147190318688,2904.0654494846,0.590931787831565,0.564096148946575,0.854300099483382,-4.63694626923927
"EEF1D",-15.6384049795235,214.720442849586,-0.584989700362815,0.567973487453979,0.854300099483382,-4.63737407565238
"AK1",-6.46735856060039,148.066304355578,-0.584058824907054,0.568582185736334,0.854300099483382,-4.63744073896624
"NME1-NME2",6.24452264726054,81.0339531407945,0.58352351616544,0.568932380351789,0.854300099483382,-4.63747903061333
"NDUFB3",4.24068354216753,89.9157429292806,0.583115580743671,0.569199325255134,0.854300099483382,-4.6375081895641
"LGALS1",-15.7726097856589,187.866183404617,-0.581859266043486,0.570021850255636,0.854300099483382,-4.63759787354627
"ANKRD39",5.85859685868132,90.8735730873704,0.579359979857328,0.571660035500827,0.854558463325595,-4.63777576539733
"ANKRD23",17.3458985466873,265.208839953982,0.576227252299662,0.573716926014713,0.855439815515544,-4.63799775845578
"TPM1",-143.729677974684,2919.50531256848,-0.569299511536415,0.578279352123408,0.860043016040681,-4.63848477582742
"RPL13",-17.6531143884783,262.457363214671,-0.565176137326366,0.581003874486884,0.861896332890212,-4.63877209175065
"ATP5A1",-9.97762682217487,404.100480842272,-0.553717570679077,0.588610019636308,0.868282615388883,-4.63956047332458
"USO1",3.8062844918326,79.7230669704699,0.55328321700932,0.588899345067488,0.868282615388883,-4.63959006660721
"NEB",-41.2966815723231,975.219292297914,-0.551424015523072,0.590138593653275,0.868282615388883,-4.639716496175
"HADHB",4.94477964513785,194.804082616092,0.549734033633574,0.591266206362584,0.868282615388883,-4.63983107909801
"TCEB2",-6.92588757306218,88.57694687094,-0.538974324071289,0.598471147323858,0.876654972084947,-4.64055300558805
"RAB7A",2.58802552975753,82.4388752664161,0.534222546578402,0.601667088724212,0.87747455494491,-4.64086763755649
"SMTNL1",-7.47114621428566,231.50228225,-0.533667644756155,0.602040861025668,0.87747455494491,-4.6409042117589
"CA3",-69.136685665959,1517.23085062345,-0.525672916673977,0.607438841719462,0.880395472344691,-4.64142725046377
"MYH2",-204.451616642856,4651.95277189286,-0.524706234651718,0.608093162797693,0.880395472344691,-4.64148999832637
"PPP1R1A",-3.64467928571428,105.133967785714,-0.522768085518987,0.609406094815905,0.880395472344691,-4.6416154822264
"ATP5D",-8.78061975661346,218.996474141698,-0.515033474652701,0.614659541187455,0.880395472344691,-4.64211196212208
"RPL23",-25.5238516972748,182.908559415047,-0.511401008529416,0.617134386651726,0.880395472344691,-4.64234275500579
"NDUFB10",-9.91701488544305,276.314187381199,-0.508978422484236,0.618787618857214,0.880395472344691,-4.64249583212997
"COX6C",10.751007888121,179.307084799641,0.508272130195809,0.619270014603754,0.880395472344691,-4.64254033359481
"NDUFS8",5.54578404672084,107.880490184587,0.507665955780011,0.619684175504724,0.880395472344691,-4.64257848103933
"MYL12A",41.4223575983197,814.746615807392,0.505264927330804,0.621325964730332,0.880395472344691,-4.64272916468861
"COX7C",-23.4287046604,433.857691847174,-0.504712624812706,0.621703918470626,0.880395472344691,-4.64276373191082
"NDUFS5",-5.95589517896554,174.37061770826,-0.50219031390507,0.623431404803003,0.880395472344691,-4.64292114898146
"SNTA1",3.17710680593043,75.8014421326217,0.502011262687867,0.623554121577515,0.880395472344691,-4.6429322955881
"COX5B",14.9564744560641,320.430528936915,0.499273332955172,0.625432068468405,0.880395472344691,-4.6431022800002
"RPL35",-26.3053775531644,496.149096138109,-0.496680489178793,0.627212995627313,0.880395472344691,-4.64326245668956
"RPLP2",30.8470493173909,373.921622020463,0.495841484028169,0.627789795002471,0.880395472344691,-4.64331412064272
"SDHA",-2.54424163208361,123.141714779829,-0.495235262220211,0.62820671783086,0.880395472344691,-4.64335139956332
"FABP3",17.2084971428573,438.091275357143,0.480692676414925,0.638247501841184,0.886844550555679,-4.64423288163832
"GPX4",6.65033664504803,125.57767305814,0.480426856020196,0.638431731305498,0.886844550555679,-4.64424876488926
"MT-ATP8",-941.633149472708,10780.1570882473,-0.479970340495248,0.638748181822819,0.886844550555679,-4.64427602328504
"GOT1",-2.35089194490237,138.647054344757,-0.479761230969532,0.638893158204777,0.886844550555679,-4.64428850102778
"EHBP1L1",-3.23112092456647,81.35310655232,-0.474913141712793,0.642258646707498,0.888469803213544,-4.64457635924999
"UBL5",-6.01034378018066,107.611530764344,-0.473685830468104,0.643111933029358,0.888469803213544,-4.64464879592028
"HIGD2A",-3.83792465324772,112.209584177583,-0.470563662458128,0.64528497359925,0.889364396237265,-4.64483227379117
"OGDH",-2.52915920840432,89.2500431206759,-0.463511103192741,0.650205966973227,0.890580736705316,-4.64524252165031
"RPL39",18.8777190808566,200.699959631853,0.462741075357089,0.650744295294706,0.890580736705316,-4.64528696081891
"SRRM2",6.9196690319797,113.380858749843,0.459451994870812,0.653045977062108,0.890580736705316,-4.64547599293646
"PINK1",-2.38882758829795,113.168541564985,-0.458440916264196,0.653754264434906,0.890580736705316,-4.64553384667418
"NDUFA12",-3.23115624514635,107.549589053027,-0.456051451968487,0.655429524954556,0.890580736705316,-4.64567009328337
"RPL17",10.5452717789793,139.74384583495,0.454067378616589,0.656822031343248,0.890580736705316,-4.64578271367451
"MYOM2",-3.53305725092768,138.34138650406,-0.454012483858435,0.656860577672874,0.890580736705316,-4.64578582302823
"RPL13A",-33.1127579531677,565.625071150308,-0.447384976382525,0.661521752044723,0.893964432620823,-4.6461586069044
"TMSB4X",-43.4521601691208,502.308760131797,-0.445548622663547,0.662815868675891,0.893964432620823,-4.64626098044313
"RPS28",26.5654677189775,184.777138192244,0.442669944159002,0.664846785464025,0.893964432620823,-4.64642065930556
"NDUFA6",2.08203992189679,81.0894471085424,0.436635209212937,0.669113180616716,0.893964432620823,-4.64675221864666
"ACADVL",-11.0055853980194,360.814772626598,-0.434885162919873,0.670352649038769,0.893964432620823,-4.64684756180599
"HSPB6",9.94038450000001,227.486735535714,0.434516254034404,0.670614055864632,0.893964432620823,-4.64686761371389
"YBX1",-12.0984583664818,432.757576753566,-0.429878655342359,0.673904004895954,0.893964432620823,-4.64711830992762
"TMEM38A",-2.7038425317932,146.556897203435,-0.429857344389466,0.673919139134634,0.893964432620823,-4.64711945604143
"RPL19",-26.3786616193514,585.526552469141,-0.428126313278566,0.675148941855817,0.893964432620823,-4.64721237139381
"KIF1C",2.26085046512793,96.3898321048938,0.427826733921256,0.675361874596516,0.893964432620823,-4.64722841552412
"SNHG5",-6.60413275675871,176.935661128576,-0.426614875775996,0.676223524503916,0.893964432620823,-4.64729320824054
"MT-ND4L",-522.493456678524,7937.9670587433,-0.421227917723263,0.680059428014088,0.894260932458308,-4.64757910832724
"hsa-mir-6723",-35.8681597288343,417.120654533675,-0.421106395555835,0.680146067342511,0.894260932458308,-4.64758551793581
"FKBP3",2.38670362581043,104.863970207666,0.419839624226555,0.68104949230101,0.894260932458308,-4.64765222808381
"VIM",-12.4906575088103,134.684647919252,-0.41452234888799,0.684847157253622,0.897226725121037,-4.64793015440411
"ATP5H",4.50153315011687,197.612939506506,0.401042712814691,0.69451404532099,0.904166988946705,-4.6486195571703
"KTN1",-3.24576950179847,91.2458880230478,-0.400177509142654,0.695136437243352,0.904166988946705,-4.64866306300961
"RPS16",-14.1149038746739,503.943337383227,-0.397405767297221,0.697131850631203,0.904166988946705,-4.6488018315102
"MYO18A",3.31293166572049,102.670047096028,0.396317022101836,0.697916291138287,0.904166988946705,-4.6488560874084
"UQCR10",-4.43613712867628,131.54113438671,-0.392847571521191,0.700418419539723,0.904166988946705,-4.64902803074284
"C21orf33",3.65225430583466,87.2921629026918,0.392228681800355,0.700865136905883,0.904166988946705,-4.64905855016493
"UCP3",4.05735256190147,81.7298226328835,0.389895136647686,0.702550533392309,0.904166988946705,-4.64917320976311
"MT-TK",-9.4288570792035,90.2984756218683,-0.389893510567357,0.702551708392551,0.904166988946705,-4.6491732894324
"SLC25A3",8.20480969272681,330.198561955835,0.387442892891585,0.704323412915604,0.904450550065632,-4.64929299443347
"NDUFA13",-6.64857938663884,133.637315236506,-0.38222847641281,0.70809916946841,0.90656510538288,-4.6495452912008
"MT-TR",-15.3580826795317,133.635559157309,-0.3808756190845,0.709080082426404,0.90656510538288,-4.64961021199957
"RPL5",-7.747595135332,279.790322855867,-0.375906623132096,0.712687532201124,0.908535076961755,-4.64984676460003
"RPL14",-5.98733903889297,227.618469247056,-0.374461982269869,0.713737676240967,0.908535076961755,-4.64991497715232
"TMEM52",2.70923892540497,83.9617727395081,0.36709051330789,0.71910552412068,0.910945773312909,-4.65025910293408
"NDUFB8",-5.47910564775515,135.333882508832,-0.365573477871131,0.720212142987524,0.910945773312909,-4.65032910553541
"SIRT2",-2.05648935142509,82.6860667449981,-0.364044938713259,0.721327812777202,0.910945773312909,-4.65039935630511
"TNNC2",-346.292580056467,5481.12773589099,-0.363286610264594,0.72188155621023,0.910945773312909,-4.6504341033005
"BLVRB",10.829837220738,83.1243820136545,0.358308018108253,0.725521014288235,0.911368144560404,-4.6506604887714
"RPS18",-22.2805015574921,535.524358608465,-0.356867041245974,0.726575691319712,0.911368144560404,-4.65072544986438
"UQCRH",-4.64288096555264,166.488882452567,-0.354961230238808,0.727971473852693,0.911368144560404,-4.6508109779726
"PPP1CB",-1.60060376840728,88.7025586278211,-0.354281935620508,0.728469220180357,0.911368144560404,-4.65084135609512
"RPSA",-8.19781701943561,149.244069140812,-0.351267510293585,0.73067954323576,0.911773202007033,-4.65097548300543
"ITM2B",-4.21849628879859,137.675065773939,-0.345167853525138,0.735159702129134,0.911773202007033,-4.65124349654536
"RPL24",-13.570348606273,258.927617092471,-0.342535525871469,0.737096239916055,0.911773202007033,-4.65135775516433
"RPL39P3",-5.82170400257815,85.7382832374793,-0.339900612239563,0.739036540339673,0.911773202007033,-4.65147127765682
"SCARNA17",-0.941965571428572,1.68655821428571,-0.339607891574221,0.739252208614576,0.911773202007033,-4.65148383680755
"STAC3",9.25001771723391,479.019941795638,0.338513997604392,0.740058360303205,0.911773202007033,-4.65153067741641
"TSC22D3",-3.60841483611862,78.5060702747202,-0.33496026277342,0.742679493185832,0.911773202007033,-4.65168183758831
"ATP5I",-11.7702844530886,290.316158915984,-0.332351871391705,0.744605482799027,0.911773202007033,-4.65179180252097
"TPM2",104.611215223461,6396.42035827327,0.328035236856368,0.747796706493361,0.911773202007033,-4.6519719510818
"FTH1",-39.1454254578865,735.455215796952,-0.325819212958027,0.749436852585573,0.911773202007033,-4.6520635453755
"COX5A",-4.70304389236021,191.109544840541,-0.322910102240284,0.751591885650475,0.911773202007033,-4.65218287119462
"CLIC5",-2.67339279786659,96.0031706469914,-0.322824342479653,0.751655448207933,0.911773202007033,-4.65218637310548
"MUSTN1",21.6073729328504,281.195954322805,0.322611283243508,0.751813369416518,0.911773202007033,-4.65219506924555
"TCAP",49.9084785713574,1576.27522103974,0.320230845379392,0.753578553046725,0.911773202007033,-4.65229184872556
"GLUL",-4.331988539552,120.614750685019,-0.319849506703422,0.753861463318348,0.911773202007033,-4.65230728773581
"RPPH1",5.10719155104584,1556.91308425038,0.31691118156408,0.756042598090157,0.911773202007033,-4.65242564970816
"RPL3",-9.43299980386828,117.888589094829,-0.315737759054331,0.756914241443101,0.911773202007033,-4.65247262071843
"RPL18",-15.203140131735,268.855013869797,-0.315697987891311,0.756943790345461,0.911773202007033,-4.65247420975047
"SEPW1",-15.4163951861288,347.595149729395,-0.312329851673891,0.759447653487086,0.912903055634993,-4.65260807458014
"SERPINF1",-3.36904453493434,115.113692277109,-0.303200083157418,0.766248733773772,0.913534225115458,-4.65296389731502
"MT-TM",27.1319734505171,312.017625684395,0.301759871817353,0.76732344473582,0.913534225115458,-4.65301908827484
"CKMT2",6.62136945978077,333.63571423961,0.298194045211846,0.769986464076408,0.913534225115458,-4.65315463265491
"NFE2L1",-3.19818256645667,218.337217859547,-0.297741794340693,0.770324429011876,0.913534225115458,-4.65317171128289
"RPL35A",-9.23458482685928,161.354944006844,-0.296895794388956,0.770956770916042,0.913534225115458,-4.65320359136439
"OAZ1",-21.1244296667941,425.914837345576,-0.296812386884937,0.771019122952929,0.913534225115458,-4.6532067296401
"SDHB",-2.06045825568035,119.747574017647,-0.295302588504504,0.772148070377693,0.913534225115458,-4.65326338821115
