"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AAMDC",-23.3734443570827,101.377278029352,-1.65624393698331,0.120167890809827,0.449500538286725,-4.51052885322656
"RPL41",-78.8199632074245,248.346320472102,-1.65570651724084,0.120278017105882,0.449500538286725,-4.51060996982901
"CSRP3",-68.5488239285713,567.577111392857,-1.64737794251213,0.121995927814927,0.449601541645015,-4.51186580172971
"GAPDH",-509.503603655487,4257.78559720551,-1.64652548517374,0.122172957854293,0.449601541645015,-4.51199420591604
"SH3BGR",12.9625125976851,158.427958988747,1.64288597981687,0.122931284973388,0.449601541645015,-4.5125421351511
"PARK7",-10.271999086514,126.517844385014,-1.64069488051245,0.123389788444601,0.449601541645015,-4.51287178384571
"TPT1",-385.485822266122,4470.41512722286,-1.63455199857037,0.124683143572358,0.451492377035307,-4.51379507602553
"HLA-A",-47.0820118469868,225.351244358263,-1.62243679222463,0.127268378525984,0.458009041238572,-4.51561208989058
"EIF1",19.2159237003976,259.446595709707,1.59597535556168,0.133076325643314,0.473563881532442,-4.51956201344813
"OBSCN",12.2635510711087,101.768949008575,1.59535478780374,0.133215225679795,0.473563881532442,-4.51965433021671
"PEBP4",-12.9478372857143,170.112078857143,-1.58665560653247,0.135175491704111,0.475074275045996,-4.52094687656859
"IL32",17.0936309026515,104.043476729764,1.58194321030218,0.136247679439474,0.475074275045996,-4.52164582991003
"GNB2L1",-50.515417348975,352.985889837599,-1.5795629385111,0.136792016717863,0.475074275045996,-4.52199854639006
"PHB2",-11.0557739690626,94.9857582465412,-1.57909337515164,0.136899619567285,0.475074275045996,-4.52206810148023
"RHOA",10.2197428353502,89.1844284207737,1.57373886795233,0.138131768534924,0.476513734058348,-4.52286063231136
"CRYAB",74.9502956428573,918.993262178571,1.54336151070182,0.145302946956103,0.498303635737696,-4.52733488033165
"GPI",-9.05943242767749,95.462705563346,-1.52772471689753,0.14911625270606,0.508258202622996,-4.5296229930341
"PTP4A3",23.0029644472953,195.234035249109,1.52435417265453,0.149949246742977,0.508258202622996,-4.53011482465361
"PHYH",-4.83698393830782,105.720518489558,-1.51490122924655,0.152306492990652,0.512287621943842,-4.53149155684839
"SNORD17",-83.2592831231048,330.531722716534,-1.5106235151174,0.153383465698398,0.512287621943842,-4.53211327084411
"FHL1",-115.834643819539,2647.03305948133,-1.5065709981095,0.15440966803595,0.512287621943842,-4.5327015034923
"MT-TQ",-54.9088212880865,111.72476354738,-1.50561392809454,0.154652867001915,0.512287621943842,-4.53284031720824
"SGCA",-12.4092428301965,134.431535545476,-1.48312142964523,0.160462012154962,0.528527418566909,-4.53609064881817
"SLC25A39",108.728471508776,156.266761115262,1.46469078099496,0.165357665162684,0.540691764228856,-4.53873647490936
"MT1X",32.8505221878266,94.4539510680736,1.46028745385983,0.166545614059562,0.540691764228856,-4.53936620253665
"LRRC39",-8.95018543376804,113.472025423672,-1.45884090286916,0.166937422918,0.540691764228856,-4.53957287215884
"UQCRC2",-6.09129483552726,146.532676837236,-1.43844142948061,0.172545112230373,0.555766853206118,-4.54247645506531
"HCFC1R1",21.8077837126484,123.32180549599,1.42325294635658,0.176821244198763,0.56641090861472,-4.54462484779371
"RNU2-2P",-11.6901858701642,1283.57478053876,-1.41444082814684,0.179342155524874,0.569907681298174,-4.5458659181784
"RPL27A",-82.460370118545,217.51691020688,-1.41261577889341,0.179867947442305,0.569907681298174,-4.54612245080084
"EIF3L",-20.6167693365648,114.495842605645,-1.40779121315492,0.181264022074745,0.57109416624681,-4.54679976653628
"ECH1",-15.4597001149176,184.178086268503,-1.40313254566365,0.182620557651557,0.57109416624681,-4.54745263571662
"ATPIF1",13.1867892075376,108.420646791877,1.39938071478839,0.183719103912979,0.57109416624681,-4.54797758891711
"RP11-451G4.2",62.2267977857143,345.57989175,1.39735939845097,0.184313201014235,0.57109416624681,-4.54826010094281
"GPD1",-11.9524055029373,97.1522979791095,-1.39455421970937,0.18514030432358,0.57109416624681,-4.54865181061556
"H3F3A",15.315458365008,97.4450925309656,1.38388349732571,0.188314453712412,0.577828034285979,-4.55013799786458
"EVI2B",-29.3373192936254,130.361670774384,-1.37847675141936,0.189939710158656,0.579763617918828,-4.55088868436206
"IFITM2",279.959517549674,609.77384648081,1.37358651644568,0.191419573660761,0.581237559605332,-4.55156628263357
"PADI2",-7.28871268078261,84.252521033405,-1.36703102786317,0.193418137139913,0.584263077474452,-4.55247255651548
"CHCHD3",-7.32270885981494,131.840323529329,-1.36019288472875,0.195520980268997,0.584567345281117,-4.55341536492837
"RAD23A",-14.1767233707658,227.701396784402,-1.36018232889671,0.195524240702947,0.584567345281117,-4.55341681829423
"MTND4P12",-9.78159037732724,141.948722709635,-1.35276676899606,0.197825683282472,0.588430476294291,-4.55443627213896
"EEF1A1",82.5237703418704,278.175765240628,1.34151586098806,0.201359425277561,0.591058923582809,-4.55597703696515
"RPL13AP5",-29.764465825276,125.521720598879,-1.34060341985638,0.201648238505479,0.591058923582809,-4.55610167454777
"FEM1A",-9.58903501316077,148.689887542628,-1.33932142649622,0.202054592208803,0.591058923582809,-4.55627671125596
"PCBP2",7.37047103355856,133.861432320675,1.33677487753694,0.202863738902712,0.591058923582809,-4.55662412267707
"ZFP36",69.2803266592814,146.703999262722,1.32918065748606,0.205292319513047,0.591058923582809,-4.5576579275707
"TMSB10",60.8657908744549,203.798693064058,1.32749502997417,0.205834543937982,0.591058923582809,-4.5578869371068
"RPL12",-42.2261998303528,363.815727034475,-1.32509067395439,0.206609964900976,0.591058923582809,-4.55821330516707
"PRDX5",-14.8171575285035,102.009676232531,-1.32444087897196,0.206819932094156,0.591058923582809,-4.55830145030182
"RPS20",-57.8901058430844,335.939683805377,-1.31526295889021,0.209803988189955,0.591780103321152,-4.5595437799281
"HBB",555.349754874506,19.8996831576532,1.31215371698298,0.210822729226522,0.591780103321152,-4.55996351536266
"MYOM1",20.496218202113,198.108030075659,1.31096715135823,0.211212553141967,0.591780103321152,-4.56012354490465
"RPL32",-41.1258246304939,236.679621324641,-1.30677191355387,0.212595463892808,0.591780103321152,-4.56068867112618
"EIF4B",-7.91461695374309,82.1074505002495,-1.30335002942257,0.21372881913284,0.591780103321152,-4.56114883762089
"NDUFAB1",10.285009835388,112.802835970632,1.30325696084352,0.213759711713854,0.591780103321152,-4.56116134338171
"CYC1",-19.6897641064897,177.245212745217,-1.29978748957357,0.214913900771274,0.591780103321152,-4.56162716722207
"GYG1",-6.93866143253147,103.146787921296,-1.29895146820947,0.215192764844055,0.591780103321152,-4.56173930534962
"PPP1R3C",-32.5528200714285,257.718813035714,-1.29557280066809,0.216322707858833,0.592094547801407,-4.56219206325484
"CST3",-41.0889215215003,125.958626697535,-1.28682474359402,0.219270408319183,0.594832536940745,-4.56336110035178
"OST4",-20.7836023701608,104.254326222281,-1.28654962384095,0.219363628545901,0.594832536940745,-4.56339778934266
"RPS3",-27.0823285202976,216.272316778118,-1.28167117898018,0.221021870863837,0.596554401451932,-4.56404758371745
"PRDX2",-17.5011281805731,172.614759078694,-1.276513942888,0.22278571657028,0.598544114103563,-4.56473290441171
"RPS5",-52.5964188991477,295.984153591388,-1.27320394403979,0.223923667036574,0.59884173340515,-4.56517187896938
"UBA52",-151.028298354531,411.162387535539,-1.2633033013073,0.227354993792392,0.602231038583016,-4.56648079261863
"PDLIM5",24.8019945222535,285.28411835166,1.26152972717722,0.22797404922401,0.602231038583016,-4.56671461205612
"RPS3A",-29.2610766040135,285.67170043541,-1.2606260585727,0.228289982035757,0.602231038583016,-4.56683367033314
"PCBP1",13.3372845250715,179.300907876602,1.25350529149707,0.230791615011156,0.606087889871639,-4.56777000451408
"MB",-492.392927071429,6951.39850717857,-1.25030579700352,0.231922671538308,0.606326984335578,-4.56818965682207
"ATP5C1",-12.2515652348868,162.848854693006,-1.20544139145132,0.248246273593584,0.643663816539163,-4.5740033784245
"FITM1",-9.15834428951493,95.002619808939,-1.2049971311474,0.248412279110312,0.643663816539163,-4.57406027411532
"HADHA",-3.95193361950446,85.2008343937445,-1.19737950099226,0.25127217444014,0.645845535544319,-4.57503375461425
"ACO2",-10.7104581406323,151.432339826942,-1.19685539769408,0.251469874045558,0.645845535544319,-4.57510058521737
"C20orf166",-10.1670276428571,75.8743746071429,-1.1898414567729,0.254127250029557,0.64605982369953,-4.57599314055088
"MTND2P28",-33.3193304494138,123.456098196444,-1.18885814449593,0.254501527670792,0.64605982369953,-4.57611799962856
"ADIPOR1",-17.7292369037618,86.1284268321603,-1.18787070851196,0.254877803517825,0.64605982369953,-4.57624331483836
"RPS9",-39.0016734734059,305.872233788609,-1.18200378902851,0.257122340523517,0.648927811797448,-4.57698648512519
"COX7A1",-44.1690552142857,356.513078392857,-1.17891378827046,0.25831061038341,0.649116749368655,-4.57737693328397
"MDH2",-11.6367396901014,193.477788958626,-1.16833339823344,0.262411373370047,0.654666760274814,-4.57870877036649
"SMYD1",-9.05441378571428,155.911325107143,-1.16595914749224,0.263338418506521,0.654666760274814,-4.57900654804387
"UQCRFS1",-6.96576682744503,128.499957428249,-1.16455470870378,0.26388797369568,0.654666760274814,-4.57918250354604
"UQCRB",-25.4921072880095,141.178610655281,-1.16106027838231,0.265259153175304,0.655280026700009,-4.57961969388362
"PYGM",-63.0655063288108,1488.56733977535,-1.15349711029531,0.268245526074372,0.656322589252783,-4.58056293136519
"CFL2",11.8745413793872,153.649853261867,1.15034746068088,0.2694967326899,0.656322589252783,-4.58095452402732
"PDLIM7",13.8651293438358,130.001904688335,1.15003796598094,0.26961992000805,0.656322589252783,-4.58099296449006
"RPS4X",-30.729293672558,253.357794889095,-1.1469803683325,0.270839234542989,0.656322589252783,-4.58137235723931
"PGM1",-16.2597077974928,300.034919731031,-1.14097969014358,0.273244394081151,0.656322589252783,-4.58211495762437
"TMOD4",16.6698476188192,139.778945611238,1.14055611610388,0.273414780162166,0.656322589252783,-4.58216727683806
"PSAP",16.0662180793957,211.379531328965,1.14019138837169,0.273561559499874,0.656322589252783,-4.58221231693598
"RPS2",-61.6538257794876,401.172360165512,-1.13122898867125,0.277187169182275,0.662295572267484,-4.5833160141285
