"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"MT-ND1",6886.56347405694,29384.4613348636,9233.34773213236,10344.8727897464,15156.8160722665,15394.2682547349,19998.0745572397,13705.8021271551,12354.4484419995,9721.68624879988,8024.33701535946,9965.09287349251,6615.3573928138,9304.01840989499,13503.0711770128,11198.8963129371,19026.7426212383,21869.7059527073,12669.8682082698,8506.16125296587,9724.07031019669,16420.8468264442,9832.2652087318,11506.8953991342,12777.2043107405,7862.26365051122,13539.2262748875,14609.6091279039,5313.4958423123,8369.903165612,8838.36751746802,7682.62782522365,8417.33400057077,13159.9014641955,14615.0875187011,11396.7239398165,9963.85133279054,6709.61733416443,8221.64193741716,8138.24547282153,6933.760092439,8831.06490016092,14211.082334886,11262.3253078817,8920.16254959494,12358.3253983782,10104.9127718473,8401.84426431229,5428.259287677,10341.81844897,8016.36316516987,9860.57118395378,10425.3862925473,7156.36615894584,10759.1854235915,11657.2531559336,6740.50350379174
"MT-ATP8",7034.9935383334,10976.6497052483,11672.9056156809,8964.24539054601,11143.7209051922,9787.58288135631,8338.85111414963,7063.05317104056,11486.8180620423,24887.4667882428,6969.15256842067,17108.1180072118,11137.9076112608,10942.1659230456,9806.74722018235,8226.462577707,9765.52642366514,14591.6018929903,16932.1285407758,10352.916370766,7264.3115075852,12531.7972435294,7460.65729797043,2130.5700374817,9989.01285375038,13639.500257956,12865.9166680385,9736.30183601769,8832.59926585138,24581.3995621719,9034.95768877208,7285.72670006447,7352.66235087023,19914.9217322845,9160.80876753815,6581.50935452824,4661.52376788242,6845.3482717924,9035.43610585017,10259.2299752882,7503.22955381542,13281.4140924438,12498.9460196112,7533.56233744738,8230.93725206274,8487.44924604106,14332.1694020528,12431.3380186064,8148.78014021765,7369.82382952992,10353.1765258978,2710.01273990979,9020.8788826337,7563.67753447243,9775.85425911958,7356.80524260037,7925.99173706785
"MT-ND3",6441.06837007494,23305.3371923144,9277.04619341384,9513.92663591473,10713.3457279431,9821.63509930587,9393.7199449002,7392.09641302013,9557.56792413467,11668.73931625,5623.93706472422,9171.55967496894,8731.25380396951,8918.15799935722,14647.7100132166,10718.0363127606,13472.0397226861,15950.0711366756,11346.1664950131,11174.9342575124,4729.10854662562,13623.32196697,8039.76570320993,8384.68715177998,9690.70540053014,11900.8099910359,12955.0751047443,10619.5106644062,3527.92215102224,9694.74923826593,7234.0924956914,7762.92276491517,6536.76199894098,10290.9054236394,10933.1356996733,6875.91522569843,6733.94081153557,6834.92343516542,7950.09616088558,8686.30985393359,7778.1463356616,10831.6021753957,15505.8839485218,8486.940766067,7389.26772536158,6610.98210932684,10387.443323157,11801.5959221241,2498.60140585455,6784.39961923423,7666.86659131866,6801.18921826342,8646.81658287159,7155.67352701926,9762.75273969864,9392.35144018736,11157.9954737555
"MT-RNR1",-6400.66326821632,17881.9716460481,2083.494735837,1050.81738128119,5289.81476797753,139.904738452666,623.587295636122,7377.87389339885,2172.25743077896,2126.41621905957,-4171.0527335684,20483.0958012866,2091.79549866769,-2051.65055458882,-7119.61665649368,3051.09509882962,103.918666730926,6424.23482224428,-4928.59625303453,3768.48004213478,-8286.19011272876,14450.5536344732,-446.819533645541,458.376292481908,-2145.46652377039,9417.35705212248,2148.49125757761,8.80771819127494,76.4444902280502,8269.70966986946,9970.67315309634,6719.02867869493,6855.2633965001,8687.8949803998,5899.2977838112,19292.0282370578,7925.06496422764,3846.1147407449,-375.026351134048,20987.186411488,7201.52080963476,7794.07452324,2764.02893158456,4845.76998165078,5387.76904398285,2541.35199836671,9495.10033969282,12459.1497863262,-3188.75106935378,12673.4052766888,7666.58495606579,7878.9422152026,3852.45291296462,14698.3500341035,3499.99406865372,10488.3611042124,9474.34439677036
"MT-CYB",7073.92216476297,23301.9767192614,8778.2092890783,8749.25648798229,9179.38323190474,11200.9134936401,12028.9674087644,9788.93289763693,8212.80371575393,9942.80787535522,7204.26930221726,8905.99702959879,6142.12863281788,8637.39944160302,9618.7680286555,9427.62070857103,12229.388790414,13249.1143120112,11407.2150846402,10457.1565839059,6712.51542425508,10097.8274782714,7632.90273169864,9174.70567878285,9641.27731367704,10355.5891534005,10269.2130131824,10228.921023466,5696.58897724103,8889.38896558702,8086.55081198356,7502.30195540348,7200.48823835961,10075.3322010227,11325.2853703169,8964.96221038201,6541.68269126297,7897.75577624799,6996.29880065541,8902.01885900099,6672.22393554819,9156.27161879913,10888.6950986305,8791.005272753,8021.11810253285,8700.17570172901,11090.5732753346,9775.02730819641,4815.20345572955,7488.38335918444,7308.46216556795,8531.40359387909,8750.18299375622,9520.20123582959,9053.14933882955,10001.2807872238,9475.9430812997
"MT-ND4L",4760.9544945367,2704.07697285517,11657.9406277473,7836.20170462324,11430.8520770168,9549.25861073332,9825.1812151418,5843.41423258124,8776.20873590044,13969.6395125539,3070.71057993754,8695.90152674736,6804.09167126263,9864.56105751836,9737.18080415618,7589.15758415847,11298.3539706895,16167.5226778372,10547.25445219,10393.3498492214,4979.23798011778,11111.1495132373,7001.24203820962,5682.67809751688,7622.94720001888,12197.2104878001,11968.2691553334,9426.65424646703,3839.90226065144,11769.0824680504,8098.84764470351,6075.51341102204,5910.69303812636,15600.0012629846,9188.44610306166,5817.43084040955,686.163914636782,6651.02941734523,7014.49358722924,9152.49748466633,6930.98795984941,10738.9952329199,11918.4662046855,6938.30249127983,5482.14674116257,8593.54736178964,13587.9025401565,11616.3351298337,2707.57098609704,6568.18549871752,10057.4011429217,7130.65957932688,7847.45943644119,7645.01154167086,9602.372034045,8383.79459791005,5514.91916229577
"MT-ND2",5115.8421267567,13306.8129468049,5707.02428232364,6175.11539830408,7874.98115889613,8214.80062198074,9386.06843792972,10340.5628821774,6051.01456340839,7865.09727336172,6266.63847191443,4507.69521864267,4306.17578076711,8336.12679716058,7683.91338325299,5755.76998341363,15485.0159938623,10618.9385000513,7220.26332685053,9448.14802080274,4047.69155275423,8980.28326565242,5203.99708145756,7508.5774140556,6611.8975509175,6856.92642312959,9461.56484738034,10164.0207266933,2742.61453717417,3979.4429695528,4678.11814199024,4831.71170099148,5087.88201987948,6273.23076216204,8610.08971645423,10675.8872367109,4352.59900897782,4099.2268951985,3984.54010105196,4410.92678189268,4033.40995246996,7649.03990671109,8215.58726540182,6292.61056468877,10304.3483659717,5328.3863517994,6096.87429679829,8812.71527160098,1963.20455033392,5673.90603897857,4424.80489169303,6225.7003470328,5750.28809121846,5887.10847633308,7182.18013016908,8703.22621388877,5831.52807178363
"RN7SK",2808.2096581305,3411.13773161714,2819.90448167692,2826.14101860976,2816.86238724038,2740.90378845718,2740.90378845718,2740.90378845718,3334.23227085281,2740.90378845718,2740.90378845718,3017.47336368913,2818.72481608964,2881.2085893692,2871.36067032467,2997.04055033131,2740.90378845718,2933.12385514664,2740.90378845718,2813.7523429818,2816.23556091263,3196.09508774605,2740.90378845718,3055.53776977083,3140.88890674211,2798.11230225045,2908.13359855525,2836.23283008006,2811.53149884262,3044.92047146261,3156.8369086344,2818.59630899188,2896.1273639929,3016.53352462707,2740.90378845718,3024.09665400632,3101.07339123861,2864.92459624435,2919.54621164396,2818.04950697859,2814.27826105154,2848.00083983551,3011.5524268818,2973.08980896883,2740.90378845718,2820.2577221844,3717.94842752383,3045.09653727541,2873.48356322439,2957.48931836058,3077.85716096271,2946.84362035338,2819.32416678672,2957.82062764714,2813.03797658403,2802.26697491587,2740.90378845718
"MB",9257.129883,10663.523438,7886.181152,7034.964355,7808.055176,7310.549316,6973.837402,5479.294434,5833.590332,5857.065918,5417.31543,8437.850586,6050.399414,6756.572754,6409.782227,10822.804688,8734.53418,6456.801758,7605.094727,5687.978027,8003.222656,6768.541992,8440.297852,6979.150879,6903.884766,6981.425293,9325.337891,7452.305176,6685.413574,6169.708496,8550.592773,7410.143555,6308.740723,6364.821777,6196.759277,5410.024414,6657.958984,5776.361816,6499.429199,8208.680664,6605.052734,7029.140625,7380.804199,7965.054199,8528.214844,8222.306641,7164.255859,6046.275879,6440.71582,7619.708496,7901.847656,7087.734863,7024.666016,6056.029297,6829.114258,7901.871094,7124.178223
"TPM2",7489.11682165921,8484.48176270535,7054.51830150114,6454.03572131378,6282.72985839208,4842.62863400388,5525.05611406124,6218.00693587456,6180.73540677295,5448.78901514043,4302.12141003891,7889.0143350906,6382.96234273663,6263.40984997073,6199.30111393828,5733.00509700576,7040.02065744517,7102.48067727339,5471.01192355056,6350.30037201033,7665.47734303979,8196.03327255333,7186.74378764196,7085.0232450113,5565.13362152615,6377.52947914538,5633.9367228956,6935.68113054808,8232.97295156295,5473.0530664021,7487.09200825254,7340.66227514766,5277.23874238266,4422.32496080313,5321.6476866109,6557.74473228093,8131.07489512621,5805.08614160147,6123.61923095078,7117.7052313629,6614.40843350113,6377.53316640458,6664.76539825027,5729.98894594662,6823.70694036886,5925.81538570864,4795.17562212972,6619.24554582456,5998.48849323419,7701.87236596734,6710.61657432489,6371.97388419301,5531.15109742841,6172.91585516632,5435.31062532372,7262.55525114468,8086.55533420064
"TNNC2",5583.65786198772,2534.99733574757,1797.04032592125,6928.72389152542,8068.81951971045,1296.94151429754,4928.36104781127,9254.00326615503,5616.98433200589,9153.84704505627,1506.6339865348,8191.58796132494,6292.64469609385,8005.59357869712,6909.94493765596,3690.34099602358,3265.1049253702,2153.54890457873,5097.04769605053,5535.52473097496,12507.1246640298,6489.21970338037,7079.54806048286,10402.1055628446,8470.01534486055,4769.05375512972,1504.74569666089,8643.84045713109,11087.8174536012,2721.40136670167,4474.92887738652,5073.7781513216,2520.7238196353,235.585757175941,3718.21585713721,7851.77028387944,9874.2769866742,8498.46114672924,7321.50947571165,4790.94386245649,3663.57157227569,2478.75563139241,7962.04686751482,5354.70390479447,5950.17342662069,5396.38122542136,394.198609782122,11097.5801333356,13171.7900365227,9072.86255304514,1114.95046453984,6134.80997185728,6737.11188342574,5934.51372552157,2869.17714220288,8044.21778172922,6636.60338090971
"MYL2",7762.17041,12898.071289,10661.104492,4454.302734,5215.164551,7358.904785,6673.302246,5342.59668,6013.792969,2535.749268,5252.481445,5310.554688,5805.912598,4395.227051,4752.913574,7629.736816,10315.838867,7899.937988,5161.424805,5781.882324,4566.533691,7267.269531,5700.935547,4487.090332,5426.537598,6241.493164,9212.670898,5137.292969,5826.813477,6251.669922,8411.916016,6108.928711,6039.692383,6468.617676,5533.830566,6621.560547,7954.855957,3901.262207,4898.259766,5282.601562,7022.520508,7987.12793,4590.549316,5151.682617,7730.687988,7325.36377,6618.654785,2914.141113,3039.107422,5212.320801,7320.40332,5867.700684,6585.863281,3441.223877,6902.693359,5914.950195,10395.058594
"MT-ND5",2771.1016658814,2919.24064454658,3854.0346039001,4177.80651793647,7102.95421483144,6298.08507511402,6036.22184115846,4789.82880208158,3663.6631993911,6138.75600935506,5696.88011291829,4444.55615692975,2314.5168141783,5142.74861603218,4775.02856828905,3512.96404965015,7585.53102620974,7500.30752384765,4992.29651931313,8334.65524398775,2222.30968684739,6798.52186227285,3657.50982584296,4755.5037162053,3999.28929173357,6498.69278934487,4223.40039754884,4265.6087743896,2793.56191348807,4263.08358541188,3228.43040908443,3595.70226261862,4915.93413652929,6611.11892122568,5316.519907375,3749.16326976596,1124.42374610613,3845.9818740301,4438.12075050042,3941.92759261646,2316.55472875741,3918.29247553938,5021.25803721486,4479.93777694272,4576.94495051,3840.02526932649,5281.99914629949,7744.25065839564,1229.64325011865,4234.03898740597,4939.89993299543,4474.72615850375,2868.77402318691,6567.40526977633,3475.95854656338,3211.94070372266,3000.14508856927
"TNNT1",6330.35253888596,10027.6447444353,8541.97082274261,3938.80484138839,2900.32757944938,6637.13641315133,7931.76688795823,3088.68695272852,3478.09196490881,848.72342511167,3002.30163844095,4170.28946377872,3687.76271438798,3215.77836221583,3074.0406654621,5138.99086625516,8212.66348142202,4880.23308748299,2492.09571280285,3766.89747791216,3157.52444032287,4928.01846133332,5509.46783082677,3574.02253748044,4139.31026993747,4781.78374081454,5393.88202049329,3930.42862101753,4593.4592493387,3671.72332263219,7233.35651630199,4882.08406535882,3788.07969399898,4770.01479492257,3466.6982426484,4325.57983073151,7101.5927266547,2687.10163420246,2858.50775598648,4748.16069704542,5280.77507207997,6999.73871312083,3385.59088412081,3193.7467081208,6595.40175463003,5299.92844128374,4058.28021800211,701.046732884049,1498.39795137958,3300.41891828177,7337.2035501116,4523.41752666411,4885.8337852005,2051.49091838546,4628.97160891604,4680.25906870702,6053.47529996867
"MYL1",4975.25,8744.676758,5666.843262,4552.995117,4817.38916,5997.345215,6224.02002,7548.87207,6294.893066,8788.982422,3818.244873,5527.714844,5949.011719,6035.644043,5822.174316,5220.039062,3757.833008,4333.096191,7480.969238,5511.344238,8495.579102,4488.952637,7189.599609,6576.414551,6319.766113,7184.774902,6699.193848,5151.518555,6507.480469,6639.463379,4796.347168,3547.115967,4097.385742,5388.263672,5972.005859,7103.376953,6504.345703,8701.414062,4693.847168,4644.895996,4993.482422,4571.880859,6679.643555,4972.48877,5549.916992,6119.671387,6927.76416,6693.910156,7671.278809,6164.793457,5214.843262,5971.035645,5891.38623,6720.286621,6346.627441,6156.612793,7599.480469
"GAPDH",4342.08237665034,6093.39751802544,2393.60199119388,4590.09980966504,5847.74751788316,3721.18239910041,4159.29610402257,4308.89785009241,4643.28848661946,4719.44149876729,4292.45198951469,5309.43927911047,4943.85363997419,3810.74312584616,5736.95190858262,4578.86075276242,4171.17909148251,4884.30776996123,5608.90641494823,4715.62849195459,5215.30615775422,5795.00518954261,3843.88539681894,4977.26074544105,3841.76851498269,4956.2942673307,4089.73298134234,4147.89279161984,3956.58959372354,3221.62733044197,2888.33828138225,4636.35580147491,3071.39831520825,3146.77944168495,4132.93535413731,4024.41552663818,5227.33852368659,4167.10422777516,5922.87035741557,4574.85432874521,4383.05955270695,2688.80650026785,6027.41411217908,4713.21939950444,2999.52132231807,3540.06844527961,4228.81637632905,5475.32679621571,5127.63854313979,4570.83481084726,2880.87057293342,4085.18498768989,2386.39167750647,6181.71680154299,4605.37623665505,3802.36843671169,4883.96556907288
"TPT1",3918.32745592587,7896.03049239989,4557.35597937174,4591.24396727902,3549.09087066124,4849.6982352318,4304.86438101463,4143.53310116858,3352.07378181961,4545.94234430893,4559.59692631962,4620.95444677353,4957.98269853939,5437.51785616912,3830.94214121595,4063.88348455778,2425.54678085349,3296.6045478049,4474.81180579143,4175.40434280814,4999.82689140307,3511.9918087024,3980.96212617667,4301.359473562,4839.47734519458,4027.97136381741,4297.42146294501,4737.96689173898,4628.03917206121,5013.57062645986,3726.02331775845,4235.07640612681,3423.14576368298,4419.73347201524,3542.07419641655,4247.72604359297,4202.85435719032,5063.58414565223,4406.66022793435,4027.68386036906,4140.97932988115,4810.26010611607,4549.3749807501,4187.50376704284,3915.79847830368,4258.0661558423,4116.9825256369,3691.83252712646,5309.88729205562,4534.33721602254,3711.38278322212,4012.02466477011,3874.10093852754,4000.91857962646,4796.75006720869,6040.71813750033,4438.61112715078
"ALDOA",4564.21422158924,5563.73883401465,2650.72609288444,4737.50617416404,7336.2684965711,4179.82726619322,3585.51772904413,5286.65610282989,3902.08242062077,6662.9286894641,3912.54910884537,5169.72446974035,4499.87726437765,4163.93513072905,3885.70811462389,4052.45951558478,3528.11595091807,3896.90292064901,5436.49266759194,4184.09383966225,5308.22727654504,5423.52272875567,3732.89133932599,4636.18599093208,4388.2008615214,5473.14240328341,3671.70724136872,5707.6142847595,3694.80308580993,3168.89142820513,3380.44359006897,4247.3462632052,3951.33873132806,3528.09337114015,3231.01311697105,4958.28208210845,4896.60608819266,5819.08225758307,5654.25814432475,3917.40345660018,3680.04620136295,3053.70748614736,5113.50449376983,3871.02070827736,2748.54707360395,2979.98976311656,3394.9976008531,4985.51006148085,5131.53929634447,4724.03669562568,2889.1321004761,3955.07797613143,3543.02811633701,6417.35440702543,3667.37014966958,3995.60590998138,3514.12296558584
"TNNC1",5270.11571605817,9104.42024829509,6500.3747891266,3021.48852623664,2760.76732773108,4589.61119807669,4274.87420548999,2927.36223877664,3416.55856672475,1668.31824158475,2679.17611900057,3511.8800363234,3358.38020644646,3211.23898050153,2766.90380218835,4311.75008037379,5683.39035944487,5051.94190012227,2773.44992456399,2995.1596397355,2711.69793523813,3828.97221394326,3760.27495174012,2826.09152847684,3027.84968422243,3694.06478947323,5192.06834992621,3282.00007968692,3265.09051685278,3716.05351937525,5567.89661973523,4411.34645851484,2794.23779949269,3819.65530225586,2957.87270046765,3481.25354645518,4623.70209807607,2199.50407959086,2459.43066641106,3443.29937051052,4264.30565870876,4452.17497101498,2775.30156243719,2997.43908045722,4446.61523513734,4365.09579903681,3734.18010859613,1215.70204233777,1788.30731583432,2910.21324211422,5194.4127551791,3831.8496716036,3511.34613333934,1853.609672332,3893.74832845628,4250.40121206905,4774.07766131451
"DES",4230.00613676863,4446.32950308952,3908.28414388166,3259.25536221062,3844.63795060757,3256.40180626712,3005.40750346726,3413.7325336936,3474.68482700868,2247.88953918042,2599.78932865637,3856.74526710996,3938.1613070829,2854.81534109471,3024.26405403939,3314.00939278043,4938.16130084499,4709.64145464063,3338.78986131484,3618.23855100548,4785.42964027919,5059.50538645342,3747.79960793726,3522.89652531631,4281.55911143673,3221.05644315528,4524.80282685931,4230.91185130794,3733.37561204085,2854.10776341375,4529.80083469064,4249.26582037934,2664.77599574247,2207.4413837065,2506.51554849111,3171.20782815514,5570.56104951756,2648.09476166563,3548.8094218545,3271.65759834025,3901.460228262,2728.24958225777,3369.32201874466,3541.61590349694,4016.79809184896,3543.45095860852,2841.61331739648,3323.44338416807,4194.74802828913,4020.62328049321,3417.08905195114,3287.76956956758,3701.15395446613,3615.74545359805,3732.28395291228,4574.72307690283,3546.93817074898
"MYLPF",3111.18738308773,2535.33852557308,2245.41774102738,4215.14524316919,4009.09579636701,1677.85968175021,3205.45349926677,4342.23847297308,3605.68254921094,6000.21404241945,1599.62151884576,4267.28289039787,3336.13138634049,3248.01181136564,3280.93895785564,2231.89521785742,2221.45025733842,2524.84074202182,3268.41873762557,3967.66722346637,5317.17013564188,3812.02152810896,5002.67243027624,5716.71381543071,3780.4938451211,3558.81921474919,2183.58290041369,4114.96731515215,4188.56173271534,2369.62720081212,3008.14879369138,3768.43087008048,2035.82226404281,1249.60622619132,3858.26287924272,4318.86127987455,4267.46116593433,5075.91722976414,3215.82516906245,2666.85430604547,2562.22642531898,2434.94864688012,4809.21781422573,3162.24646305036,2761.75792264783,3236.34071228523,1530.04094044952,6445.40680305423,4448.02184383868,4702.46119085677,2733.05590474931,3653.00708825692,3172.07703313814,4332.21345035436,2374.61462107974,3675.21459797603,3718.37244330991
"TNNT3",2121.9530876787,2896.68592350543,1768.56431936087,5227.1875885793,3668.07546534644,1711.90205296217,2660.88275554462,5929.32403710515,2392.08072780316,5744.55866370346,2956.73478826972,4203.06083884687,3799.52396684051,5742.999736128,3183.58751151218,2557.55031388235,1637.86510059583,2050.36239095862,4253.6818701365,5307.92582707976,4327.76081433558,2902.31380732253,3842.99283110146,4243.23706097084,4475.35391833445,3907.25893338166,1588.03481820414,3390.62428103478,4465.74053627738,2490.30571649008,2171.0939259449,4552.1250288796,3630.32424119542,1382.87715927865,2895.45820391738,4662.15744412889,3347.48321170875,4987.404170417,4220.46150701242,2920.08399888633,2909.32215423213,3272.97175797475,3427.56507345609,2865.23811816753,2241.20889079677,2994.31358608451,2520.35311253429,6030.36296662563,4272.7663889731,4711.64733500332,1997.38486031557,3024.15601193398,3759.07270213573,4991.52561671831,2119.62047109282,3167.22297943051,3965.55859746347
"MT-ND6",1480.58153334593,5641.82971076065,2388.7100682876,2553.51457156626,5005.67641691781,5360.09857472037,4991.10368614073,3519.11440805506,3635.71800863375,4282.60369454451,2794.16640507707,2260.39293798835,1574.75956372478,3223.28815905307,3776.87097080903,3005.47331781651,5002.25352841754,5692.46865643685,4438.70148641975,4612.67224967885,700.863379015373,4838.43295317327,3408.26715271516,3029.13178937891,3279.37568147661,4923.31975541509,3706.40278383051,3130.71559149578,671.807930020335,3102.8784701847,1808.7997999904,2453.92128220477,2472.96977772645,3796.42808923025,3033.3817076006,1930.82791027383,2247.75888559262,2234.48801955315,2334.26365429595,2452.00759593823,1258.09215057787,2160.87416243517,3178.11908195018,2813.84477620091,2302.64497427389,2288.94693718475,3383.85153229604,4569.98888710127,62.9917028808222,2278.75694831719,3185.88999940439,2428.99797154087,2849.94986688056,4337.87714584013,3028.26959174836,1885.07523392698,2858.36361853045
"ENO3",3272.25557915596,2742.19649077972,2175.45464472013,3373.91229738959,5166.15756845175,3020.89793647706,2570.79493680839,3917.73272035198,3369.13478965894,3200.7583274911,3014.20051854161,4021.29608370396,3224.55110180296,3967.12825460172,4092.87151495582,3076.82979015526,2080.21650201894,1718.13586984644,4560.96206984667,3895.46516703762,3847.17410309846,3013.05435199846,2937.96271701604,3512.25769747281,2804.13090863644,3671.83156763513,2494.36903014667,2850.70698806353,3406.7730023102,2448.8730188993,1881.97457689315,3182.79541117234,3100.42261390959,2207.54705368907,2550.00996019829,3402.42335232523,3970.32415743965,3290.76528194966,3403.50460533821,2817.83112096474,2346.28145752666,2448.23075873564,3629.84796981637,2951.36229221995,1721.50850691468,1920.96198565895,2927.29470354997,4796.67471334609,3993.09774905705,3311.48960984707,2186.31644974566,2862.68889912297,2414.12367619091,3875.59086820826,2908.46801662044,2596.51164936996,2897.62895437698
"TNNI2",2157.49340437465,1996.22282126532,1209.42887824559,4807.48899908426,4622.56743043864,1750.70761106676,2493.32307807728,4411.38053086097,2165.43900266294,5187.42055900078,1968.5472549653,3337.47261637897,3092.32686434326,4017.26670489101,3432.00529767529,2291.52464598564,1425.54993486622,2224.65154687788,2847.8184663064,3328.06683356781,3842.49283197692,2886.86282088744,2857.08272583006,3905.61640415823,3823.40121773822,3684.69938438406,1413.9232403074,3299.19847937581,3364.95804145026,1888.71165250387,1781.52615234142,4097.45828015732,2573.69547062095,912.198845107375,2617.01415174017,3676.96090848227,3306.96825652976,5285.35778375104,3353.5736018612,2406.19354732898,2415.7708221022,2169.79591218578,3478.71087411991,2740.40486486689,1565.25275086657,2467.05941252624,1563.94974093926,4803.70617408517,2785.1108042791,3591.44873548844,1637.35437436413,2587.90171215963,3165.99772822312,4265.92588847445,1820.2190310555,2634.02321452232,3219.81641567725
"MT-TL1",1472.67150969859,5238.78941947523,1861.05579668916,3468.6987347019,2802.43598107337,4939.14004658701,7001.64294749549,1985.27236345698,3372.38048808428,3330.12126672007,7027.93239915657,2338.07791742559,2848.71701426357,1099.93430509903,1653.6553985688,2481.89409926624,2857.02482406125,4775.47804122618,3667.49453192504,2890.93595961324,3345.74438146521,3694.6791527706,2553.5655695831,1823.62365998816,2313.69388968312,2650.91276742686,3888.2482238857,3341.62955066357,1157.0523631794,3352.45986288466,1639.59224684595,1712.24208180896,847.429499806766,4251.84093888602,4395.23278891442,806.106206765217,1201.8230615357,1036.46636057497,4794.50780607572,1677.00448513757,2158.51278200105,478.585128733076,1924.33411322122,2990.52229019122,1206.62473310997,950.95996535648,3288.96243210731,2654.91491651355,2067.99446608539,2379.39497699385,2061.72129417651,1776.74041121875,1915.47850406293,1764.71980804329,2345.57733568548,3241.0761243965,1994.48350055131
"TPM1",2313.35888488099,2206.70865307708,1540.44588139201,3641.86598685929,3198.16684939435,1539.95798914427,2185.64637605284,3219.01078127242,3537.6179763024,4580.42560262366,2835.35616556175,3721.67117721353,3240.87534994535,4118.07444806163,3034.52681335257,1832.20105269054,1380.47730364833,1719.49047067949,3534.60514987689,3534.64492643785,3317.73626537415,2690.77013782006,2596.43483293635,3020.00219920072,2566.2373880218,3284.44961530687,1789.17984436252,2676.78355887318,4450.77083653569,2625.48977307065,1824.88119746962,3106.67701369258,2257.33915157477,1429.19072252461,2635.62103534299,2865.03355917497,3947.06102886062,3993.74121282733,3587.59788160764,2339.87111838687,2113.94323240143,2689.74886666622,3528.47836529943,2144.54351606418,1804.83321018404,2318.90299254049,2438.96918612674,5192.4101132472,3499.97203821935,3502.98782671998,1614.64856926319,2174.96861612281,2238.72691103865,4108.71395360998,2065.13354781737,2573.27077036907,3022.41245999449
"RMRP",418.765024485555,431.324291368966,287.095442965085,453.843981582028,435.692351716302,287.095442965085,287.095442965085,456.551346583088,287.095442965085,287.095442965085,431.857959283675,558.298518008694,439.335750246408,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,414.489625498089,287.095442965085,533.301482124525,287.095442965085,287.095442965085,287.095442965085,473.586522408953,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,425.597261825291,287.095442965085,408.405695924234,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,287.095442965085,434.351357285787,584.639912584369,287.095442965085,287.095442965085,451.890018799217,287.095442965085,438.974044129156,287.095442965085,426.799456459511,407.139484209486,287.095442965085
"MYH2",4583.032227,885.510132,2557.426514,6486.241211,5969.64209,3587.973877,3211.418701,5191.257812,6306.306152,6299.50293,4816.447266,5231.308594,5417.208496,6015.224121,6087.041016,3772.848877,2444.67334,3411.513672,5530.935547,6988.131836,2702.644531,4929.670898,5277.230957,6598.064941,4063.912354,5184.19873,3270.853027,3379.935791,5858.422363,3836.990967,2917.301514,5293.098633,5555.44043,3226.925537,5393.189453,4508.431641,4636.55127,5895.186035,5227.280273,3597.526367,3603.856445,4145.976562,4426.45166,3604.268799,3453.964355,4087.634766,3976.201416,9275.969727,3261.113281,5010.745605,3307.479492,5591.566406,4449.300781,6550.48584,3823.058838,2478.228516,3693.299316
"FHL1",2892.53285172333,1496.29560330923,2906.83641266421,3577.7972810215,2884.67425927528,2391.50723888952,3040.26140035509,3214.56267124375,2783.56995371684,2642.37389657072,2929.8019103498,2602.29264018305,2417.81482108732,2088.9843990857,3012.41742469409,2801.98983591345,2317.33247859979,1998.42950196324,2229.57908694939,2525.61953322071,2690.54265107144,1717.16092072959,2832.16186429983,2446.50332699985,2327.94703351601,3779.97341703732,2584.18641279694,2246.22832508983,2803.38088626694,2124.39370746145,2498.07990619365,3514.29568736575,2911.24520043024,1887.46408573232,2769.52876223205,3017.56738040193,2758.63223438339,2524.0649232048,2461.37479262099,2350.21354033787,2270.53081473826,2356.84840463215,3012.83642324968,2274.70040116165,2561.5317976967,2706.04380192727,2370.89078514037,2436.51410108036,2517.75519842212,2686.90136657518,2696.17140445394,2378.66759694615,2714.4247560517,3587.77403192776,2473.47861317266,2042.36669158592,2883.32578261136
